count,shelf_x,shelf_y,x,y,z,judge
6074,1.16,0.2,0.9925,0.4,0.34,success
6075,1.16,0.2,1.1425,0,0.34,success
6076,1.16,0.2,1.1425,0.4,0.34,success
6077,1.16,0.2,0.9925,0,0.885,success
6078,1.16,0.2,0.9925,0.4,0.885,success
6079,1.16,0.2,1.1425,0,0.885,success
6080,1.16,0.2,1.1425,0.4,0.885,error
6081,1.16,0.21,0.9925,0.01,0.34,success
6082,1.16,0.21,0.9925,0.41,0.34,success
6083,1.16,0.21,1.1425,0.01,0.34,success
6084,1.16,0.21,1.1425,0.41,0.34,success
6085,1.16,0.21,0.9925,0.01,0.885,success
6086,1.16,0.21,0.9925,0.41,0.885,success
6087,1.16,0.21,1.1425,0.01,0.885,success
6088,1.16,0.21,1.1425,0.41,0.885,error
6089,1.16,0.22,0.9925,0.02,0.34,success
6090,1.16,0.22,0.9925,0.42,0.34,success
6091,1.16,0.22,1.1425,0.02,0.34,success
6092,1.16,0.22,1.1425,0.42,0.34,success
6093,1.16,0.22,0.9925,0.02,0.885,success
6094,1.16,0.22,0.9925,0.42,0.885,error
6095,1.16,0.22,1.1425,0.02,0.885,success
6096,1.16,0.22,1.1425,0.42,0.885,error
6097,1.16,0.23,0.9925,0.03,0.34,success
6098,1.16,0.23,0.9925,0.43,0.34,success
6099,1.16,0.23,1.1425,0.03,0.34,success
6100,1.16,0.23,1.1425,0.43,0.34,success
6101,1.16,0.23,0.9925,0.03,0.885,success
6102,1.16,0.23,0.9925,0.43,0.885,error
6103,1.16,0.23,1.1425,0.03,0.885,success
6104,1.16,0.23,1.1425,0.43,0.885,error
6105,1.16,0.24,0.9925,0.04,0.34,success
6106,1.16,0.24,0.9925,0.44,0.34,success
6107,1.16,0.24,1.1425,0.04,0.34,error
6108,1.16,0.24,1.1425,0.44,0.34,success
6109,1.16,0.24,0.9925,0.04,0.885,success
6110,1.16,0.24,0.9925,0.44,0.885,error
6111,1.16,0.24,1.1425,0.04,0.885,success
6112,1.16,0.24,1.1425,0.44,0.885,error
6113,1.16,0.25,0.9925,0.05,0.34,success
6114,1.16,0.25,0.9925,0.45,0.34,success
6115,1.16,0.25,1.1425,0.05,0.34,success
6116,1.16,0.25,1.1425,0.45,0.34,success
6117,1.16,0.25,0.9925,0.05,0.885,success
6118,1.16,0.25,0.9925,0.45,0.885,error
6119,1.16,0.25,1.1425,0.05,0.885,success
6120,1.16,0.25,1.1425,0.45,0.885,error
6121,1.15,-0.25,0.9825,-0.45,0.34,error
6122,1.15,-0.25,0.9825,-0.05,0.34,success
6123,1.15,-0.25,1.1325,-0.45,0.34,success
6124,1.15,-0.25,1.1325,-0.05,0.34,error
6125,1.15,-0.25,0.9825,-0.45,0.885,error
6126,1.15,-0.25,0.9825,-0.05,0.885,error
6127,1.15,-0.25,1.1325,-0.45,0.885,error
6128,1.15,-0.25,1.1325,-0.05,0.885,error
6129,1.15,-0.24,0.9825,-0.44,0.34,error
6130,1.15,-0.24,0.9825,-0.04,0.34,error
6131,1.15,-0.24,1.1325,-0.44,0.34,success
6132,1.15,-0.24,1.1325,-0.04,0.34,error
6133,1.15,-0.24,0.9825,-0.44,0.885,error
6134,1.15,-0.24,0.9825,-0.04,0.885,error
6135,1.15,-0.24,1.1325,-0.44,0.885,error
6136,1.15,-0.24,1.1325,-0.04,0.885,error
6137,1.15,-0.23,0.9825,-0.43,0.34,error
6138,1.15,-0.23,0.9825,-0.03,0.34,error
6139,1.15,-0.23,1.1325,-0.43,0.34,success
6140,1.15,-0.23,1.1325,-0.03,0.34,error
6141,1.15,-0.23,0.9825,-0.43,0.885,error
6142,1.15,-0.23,0.9825,-0.03,0.885,error
6143,1.15,-0.23,1.1325,-0.43,0.885,error
6144,1.15,-0.23,1.1325,-0.03,0.885,error
6145,1.15,-0.22,0.9825,-0.42,0.34,error
6146,1.15,-0.22,0.9825,-0.02,0.34,error
6147,1.15,-0.22,1.1325,-0.42,0.34,success
6148,1.15,-0.22,1.1325,-0.02,0.34,error
6149,1.15,-0.22,0.9825,-0.42,0.885,error
6150,1.15,-0.22,0.9825,-0.02,0.885,error
6151,1.15,-0.22,1.1325,-0.42,0.885,error
6152,1.15,-0.22,1.1325,-0.02,0.885,error
6153,1.15,-0.21,0.9825,-0.41,0.34,success
6154,1.15,-0.21,0.9825,-0.01,0.34,success
6155,1.15,-0.21,1.1325,-0.41,0.34,success
6156,1.15,-0.21,1.1325,-0.01,0.34,error
6157,1.15,-0.21,0.9825,-0.41,0.885,success
6158,1.15,-0.21,0.9825,-0.01,0.885,error
6159,1.15,-0.21,1.1325,-0.41,0.885,success
6160,1.15,-0.21,1.1325,-0.01,0.885,success
6161,1.15,-0.2,0.9825,-0.4,0.34,success
6162,1.15,-0.2,0.9825,0,0.34,success
6163,1.15,-0.2,1.1325,-0.4,0.34,success
6164,1.15,-0.2,1.1325,0,0.34,error
6165,1.15,-0.2,0.9825,-0.4,0.885,success
6166,1.15,-0.2,0.9825,0,0.885,success
6167,1.15,-0.2,1.1325,-0.4,0.885,success
6168,1.15,-0.2,1.1325,0,0.885,success
6169,1.15,-0.19,0.9825,-0.39,0.34,success
6170,1.15,-0.19,0.9825,0.01,0.34,success
6171,1.15,-0.19,1.1325,-0.39,0.34,error
6172,1.15,-0.19,1.1325,0.01,0.34,error
6173,1.15,-0.19,0.9825,-0.39,0.885,success
6174,1.15,-0.19,0.9825,0.01,0.885,success
6175,1.15,-0.19,1.1325,-0.39,0.885,success
6176,1.15,-0.19,1.1325,0.01,0.885,success
6177,1.15,-0.18,0.9825,-0.38,0.34,success
6178,1.15,-0.18,0.9825,0.02,0.34,success
6179,1.15,-0.18,1.1325,-0.38,0.34,error
6180,1.15,-0.18,1.1325,0.02,0.34,error
6181,1.15,-0.18,0.9825,-0.38,0.885,success
6182,1.15,-0.18,0.9825,0.02,0.885,success
6183,1.15,-0.18,1.1325,-0.38,0.885,success
6184,1.15,-0.18,1.1325,0.02,0.885,success
6185,1.15,-0.17,0.9825,-0.37,0.34,success
6186,1.15,-0.17,0.9825,0.03,0.34,success
6187,1.15,-0.17,1.1325,-0.37,0.34,error
6188,1.15,-0.17,1.1325,0.03,0.34,error
6189,1.15,-0.17,0.9825,-0.37,0.885,success
6190,1.15,-0.17,0.9825,0.03,0.885,success
6191,1.15,-0.17,1.1325,-0.37,0.885,success
6192,1.15,-0.17,1.1325,0.03,0.885,success
6193,1.15,-0.16,0.9825,-0.36,0.34,success
6194,1.15,-0.16,0.9825,0.04,0.34,success
6195,1.15,-0.16,1.1325,-0.36,0.34,error
6196,1.15,-0.16,1.1325,0.04,0.34,error
6197,1.15,-0.16,0.9825,-0.36,0.885,success
6198,1.15,-0.16,0.9825,0.04,0.885,success
6199,1.15,-0.16,1.1325,-0.36,0.885,success
6200,1.15,-0.16,1.1325,0.04,0.885,success
6201,1.15,-0.15,0.9825,-0.35,0.34,success
6202,1.15,-0.15,0.9825,0.05,0.34,success
6203,1.15,-0.15,1.1325,-0.35,0.34,error
6204,1.15,-0.15,1.1325,0.05,0.34,error
6205,1.15,-0.15,0.9825,-0.35,0.885,success
6206,1.15,-0.15,0.9825,0.05,0.885,success
6207,1.15,-0.15,1.1325,-0.35,0.885,success
6208,1.15,-0.15,1.1325,0.05,0.885,success
6209,1.15,-0.14,0.9825,-0.34,0.34,success
6210,1.15,-0.14,0.9825,0.06,0.34,success
6211,1.15,-0.14,1.1325,-0.34,0.34,error
6212,1.15,-0.14,1.1325,0.06,0.34,error
6213,1.15,-0.14,0.9825,-0.34,0.885,success
6214,1.15,-0.14,0.9825,0.06,0.885,success
6215,1.15,-0.14,1.1325,-0.34,0.885,success
6216,1.15,-0.14,1.1325,0.06,0.885,success
6217,1.15,-0.13,0.9825,-0.33,0.34,success
6218,1.15,-0.13,0.9825,0.07,0.34,success
6219,1.15,-0.13,1.1325,-0.33,0.34,error
6220,1.15,-0.13,1.1325,0.07,0.34,error
6221,1.15,-0.13,0.9825,-0.33,0.885,success
6222,1.15,-0.13,0.9825,0.07,0.885,success
6223,1.15,-0.13,1.1325,-0.33,0.885,success
6224,1.15,-0.13,1.1325,0.07,0.885,success
6225,1.15,-0.12,0.9825,-0.32,0.34,success
6226,1.15,-0.12,0.9825,0.08,0.34,success
6227,1.15,-0.12,1.1325,-0.32,0.34,error
6228,1.15,-0.12,1.1325,0.08,0.34,error
6229,1.15,-0.12,0.9825,-0.32,0.885,error
6230,1.15,-0.12,0.9825,0.08,0.885,success
6231,1.15,-0.12,1.1325,-0.32,0.885,success
6232,1.15,-0.12,1.1325,0.08,0.885,success
6233,1.15,-0.11,0.9825,-0.31,0.34,success
6234,1.15,-0.11,0.9825,0.09,0.34,success
6235,1.15,-0.11,1.1325,-0.31,0.34,error
6236,1.15,-0.11,1.1325,0.09,0.34,error
6237,1.15,-0.11,0.9825,-0.31,0.885,error
6238,1.15,-0.11,0.9825,0.09,0.885,success
6239,1.15,-0.11,1.1325,-0.31,0.885,success
6240,1.15,-0.11,1.1325,0.09,0.885,success
6241,1.15,-0.1,0.9825,-0.3,0.34,success
6242,1.15,-0.1,0.9825,0.1,0.34,success
6243,1.15,-0.1,1.1325,-0.3,0.34,error
6244,1.15,-0.1,1.1325,0.1,0.34,error
6245,1.15,-0.1,0.9825,-0.3,0.885,error
6246,1.15,-0.1,0.9825,0.1,0.885,success
6247,1.15,-0.1,1.1325,-0.3,0.885,success
6248,1.15,-0.1,1.1325,0.1,0.885,success
6249,1.15,-0.09,0.9825,-0.29,0.34,success
6250,1.15,-0.09,0.9825,0.11,0.34,success
6251,1.15,-0.09,1.1325,-0.29,0.34,error
6252,1.15,-0.09,1.1325,0.11,0.34,error
6253,1.15,-0.09,0.9825,-0.29,0.885,error
6254,1.15,-0.09,0.9825,0.11,0.885,success
6255,1.15,-0.09,1.1325,-0.29,0.885,success
6256,1.15,-0.09,1.1325,0.11,0.885,success
6257,1.15,-0.08,0.9825,-0.28,0.34,success
6258,1.15,-0.08,0.9825,0.12,0.34,success
6259,1.15,-0.08,1.1325,-0.28,0.34,error
6260,1.15,-0.08,1.1325,0.12,0.34,error
6261,1.15,-0.08,0.9825,-0.28,0.885,error
6262,1.15,-0.08,0.9825,0.12,0.885,success
6263,1.15,-0.08,1.1325,-0.28,0.885,success
6264,1.15,-0.08,1.1325,0.12,0.885,success
6265,1.15,-0.07,0.9825,-0.27,0.34,success
6266,1.15,-0.07,0.9825,0.13,0.34,success
6267,1.15,-0.07,1.1325,-0.27,0.34,error
6268,1.15,-0.07,1.1325,0.13,0.34,error
6269,1.15,-0.07,0.9825,-0.27,0.885,error
6270,1.15,-0.07,0.9825,0.13,0.885,success
6271,1.15,-0.07,1.1325,-0.27,0.885,success
6272,1.15,-0.07,1.1325,0.13,0.885,success
6273,1.15,-0.06,0.9825,-0.26,0.34,success
6274,1.15,-0.06,0.9825,0.14,0.34,success
6275,1.15,-0.06,1.1325,-0.26,0.34,error
6276,1.15,-0.06,1.1325,0.14,0.34,error
6277,1.15,-0.06,0.9825,-0.26,0.885,error
6278,1.15,-0.06,0.9825,0.14,0.885,success
6279,1.15,-0.06,1.1325,-0.26,0.885,success
6280,1.15,-0.06,1.1325,0.14,0.885,success
6281,1.15,-0.05,0.9825,-0.25,0.34,success
6282,1.15,-0.05,0.9825,0.15,0.34,success
6283,1.15,-0.05,1.1325,-0.25,0.34,error
6284,1.15,-0.05,1.1325,0.15,0.34,error
6285,1.15,-0.05,0.9825,-0.25,0.885,error
6286,1.15,-0.05,0.9825,0.15,0.885,success
6287,1.15,-0.05,1.1325,-0.25,0.885,success
6288,1.15,-0.05,1.1325,0.15,0.885,success
6289,1.15,-0.04,0.9825,-0.24,0.34,success
6290,1.15,-0.04,0.9825,0.16,0.34,success
6291,1.15,-0.04,1.1325,-0.24,0.34,error
6292,1.15,-0.04,1.1325,0.16,0.34,error
6293,1.15,-0.04,0.9825,-0.24,0.885,error
6294,1.15,-0.04,0.9825,0.16,0.885,success
6295,1.15,-0.04,1.1325,-0.24,0.885,success
6296,1.15,-0.04,1.1325,0.16,0.885,success
6297,1.15,-0.03,0.9825,-0.23,0.34,success
6298,1.15,-0.03,0.9825,0.17,0.34,success
6299,1.15,-0.03,1.1325,-0.23,0.34,error
6300,1.15,-0.03,1.1325,0.17,0.34,error
6301,1.15,-0.03,0.9825,-0.23,0.885,success
6302,1.15,-0.03,0.9825,0.17,0.885,success
6303,1.15,-0.03,1.1325,-0.23,0.885,success
6304,1.15,-0.03,1.1325,0.17,0.885,success
6305,1.15,-0.02,0.9825,-0.22,0.34,success
6306,1.15,-0.02,0.9825,0.18,0.34,success
6307,1.15,-0.02,1.1325,-0.22,0.34,error
6308,1.15,-0.02,1.1325,0.18,0.34,error
6309,1.15,-0.02,0.9825,-0.22,0.885,success
6310,1.15,-0.02,0.9825,0.18,0.885,success
6311,1.15,-0.02,1.1325,-0.22,0.885,success
6312,1.15,-0.02,1.1325,0.18,0.885,success
6313,1.15,-0.01,0.9825,-0.21,0.34,success
6314,1.15,-0.01,0.9825,0.19,0.34,success
6315,1.15,-0.01,1.1325,-0.21,0.34,error
6316,1.15,-0.01,1.1325,0.19,0.34,error
6317,1.15,-0.01,0.9825,-0.21,0.885,error
6318,1.15,-0.01,0.9825,0.19,0.885,success
6319,1.15,-0.01,1.1325,-0.21,0.885,error
6320,1.15,-0.01,1.1325,0.19,0.885,success
6321,1.15,0,0.9825,-0.2,0.34,success
6322,1.15,0,0.9825,0.2,0.34,success
6323,1.15,0,1.1325,-0.2,0.34,error
6324,1.15,0,1.1325,0.2,0.34,error
6325,1.15,0,0.9825,-0.2,0.885,error
6326,1.15,0,0.9825,0.2,0.885,success
6327,1.15,0,1.1325,-0.2,0.885,error
6328,1.15,0,1.1325,0.2,0.885,success
6329,1.15,0.01,0.9825,-0.19,0.34,success
6330,1.15,0.01,0.9825,0.21,0.34,success
6331,1.15,0.01,1.1325,-0.19,0.34,error
6332,1.15,0.01,1.1325,0.21,0.34,error
6333,1.15,0.01,0.9825,-0.19,0.885,error
6334,1.15,0.01,0.9825,0.21,0.885,success
6335,1.15,0.01,1.1325,-0.19,0.885,success
6336,1.15,0.01,1.1325,0.21,0.885,success
6337,1.15,0.02,0.9825,-0.18,0.34,success
6338,1.15,0.02,0.9825,0.22,0.34,success
6339,1.15,0.02,1.1325,-0.18,0.34,error
6340,1.15,0.02,1.1325,0.22,0.34,error
6341,1.15,0.02,0.9825,-0.18,0.885,error
6342,1.15,0.02,0.9825,0.22,0.885,success
6343,1.15,0.02,1.1325,-0.18,0.885,success
6344,1.15,0.02,1.1325,0.22,0.885,success
6345,1.15,0.03,0.9825,-0.17,0.34,success
6346,1.15,0.03,0.9825,0.23,0.34,success
6347,1.15,0.03,1.1325,-0.17,0.34,error
6348,1.15,0.03,1.1325,0.23,0.34,error
6349,1.15,0.03,0.9825,-0.17,0.885,error
6350,1.15,0.03,0.9825,0.23,0.885,success
6351,1.15,0.03,1.1325,-0.17,0.885,error
6352,1.15,0.03,1.1325,0.23,0.885,success
6353,1.15,0.04,0.9825,-0.16,0.34,success
6354,1.15,0.04,0.9825,0.24,0.34,success
6355,1.15,0.04,1.1325,-0.16,0.34,error
6356,1.15,0.04,1.1325,0.24,0.34,error
6357,1.15,0.04,0.9825,-0.16,0.885,error
6358,1.15,0.04,0.9825,0.24,0.885,success
6359,1.15,0.04,1.1325,-0.16,0.885,error
6360,1.15,0.04,1.1325,0.24,0.885,error
6361,1.15,0.05,0.9825,-0.15,0.34,success
6362,1.15,0.05,0.9825,0.25,0.34,success
6363,1.15,0.05,1.1325,-0.15,0.34,error
6364,1.15,0.05,1.1325,0.25,0.34,error
6365,1.15,0.05,0.9825,-0.15,0.885,error
6366,1.15,0.05,0.9825,0.25,0.885,success
6367,1.15,0.05,1.1325,-0.15,0.885,error
6368,1.15,0.05,1.1325,0.25,0.885,error
6369,1.15,0.06,0.9825,-0.14,0.34,success
6370,1.15,0.06,0.9825,0.26,0.34,success
6371,1.15,0.06,1.1325,-0.14,0.34,error
6372,1.15,0.06,1.1325,0.26,0.34,error
6373,1.15,0.06,0.9825,-0.14,0.885,error
6374,1.15,0.06,0.9825,0.26,0.885,success
6375,1.15,0.06,1.1325,-0.14,0.885,error
6376,1.15,0.06,1.1325,0.26,0.885,error
6377,1.15,0.07,0.9825,-0.13,0.34,success
6378,1.15,0.07,0.9825,0.27,0.34,success
6379,1.15,0.07,1.1325,-0.13,0.34,error
6380,1.15,0.07,1.1325,0.27,0.34,error
6381,1.15,0.07,0.9825,-0.13,0.885,error
6382,1.15,0.07,0.9825,0.27,0.885,success
6383,1.15,0.07,1.1325,-0.13,0.885,error
6384,1.15,0.07,1.1325,0.27,0.885,error
6385,1.15,0.08,0.9825,-0.12,0.34,success
6386,1.15,0.08,0.9825,0.28,0.34,success
6387,1.15,0.08,1.1325,-0.12,0.34,error
6388,1.15,0.08,1.1325,0.28,0.34,error
6389,1.15,0.08,0.9825,-0.12,0.885,error
6390,1.15,0.08,0.9825,0.28,0.885,success
6391,1.15,0.08,1.1325,-0.12,0.885,error
6392,1.15,0.08,1.1325,0.28,0.885,error
6393,1.15,0.09,0.9825,-0.11,0.34,success
6394,1.15,0.09,0.9825,0.29,0.34,success
6395,1.15,0.09,1.1325,-0.11,0.34,error
6396,1.15,0.09,1.1325,0.29,0.34,error
6397,1.15,0.09,0.9825,-0.11,0.885,error
6398,1.15,0.09,0.9825,0.29,0.885,success
6399,1.15,0.09,1.1325,-0.11,0.885,error
6400,1.15,0.09,1.1325,0.29,0.885,error
6401,1.15,0.1,0.9825,-0.1,0.34,success
6402,1.15,0.1,0.9825,0.3,0.34,success
6403,1.15,0.1,1.1325,-0.1,0.34,error
6404,1.15,0.1,1.1325,0.3,0.34,error
6405,1.15,0.1,0.9825,-0.1,0.885,error
6406,1.15,0.1,0.9825,0.3,0.885,success
6407,1.15,0.1,1.1325,-0.1,0.885,error
6408,1.15,0.1,1.1325,0.3,0.885,error
6409,1.15,0.11,0.9825,-0.09,0.34,success
6410,1.15,0.11,0.9825,0.31,0.34,success
6411,1.15,0.11,1.1325,-0.09,0.34,error
6412,1.15,0.11,1.1325,0.31,0.34,success
6413,1.15,0.11,0.9825,-0.09,0.885,error
6414,1.15,0.11,0.9825,0.31,0.885,success
6415,1.15,0.11,1.1325,-0.09,0.885,error
6416,1.15,0.11,1.1325,0.31,0.885,error
6417,1.15,0.12,0.9825,-0.08,0.34,success
6418,1.15,0.12,0.9825,0.32,0.34,success
6419,1.15,0.12,1.1325,-0.08,0.34,error
6420,1.15,0.12,1.1325,0.32,0.34,error
6421,1.15,0.12,0.9825,-0.08,0.885,error
6422,1.15,0.12,0.9825,0.32,0.885,success
6423,1.15,0.12,1.1325,-0.08,0.885,error
6424,1.15,0.12,1.1325,0.32,0.885,error
6425,1.15,0.13,0.9825,-0.07,0.34,success
6426,1.15,0.13,0.9825,0.33,0.34,success
6427,1.15,0.13,1.1325,-0.07,0.34,error
6428,1.15,0.13,1.1325,0.33,0.34,error
6429,1.15,0.13,0.9825,-0.07,0.885,error
6430,1.15,0.13,0.9825,0.33,0.885,success
6431,1.15,0.13,1.1325,-0.07,0.885,error
6432,1.15,0.13,1.1325,0.33,0.885,error
6433,1.15,0.14,0.9825,-0.06,0.34,success
6434,1.15,0.14,0.9825,0.34,0.34,success
6435,1.15,0.14,1.1325,-0.06,0.34,success
6436,1.15,0.14,1.1325,0.34,0.34,error
6437,1.15,0.14,0.9825,-0.06,0.885,error
6438,1.15,0.14,0.9825,0.34,0.885,error
6439,1.15,0.14,1.1325,-0.06,0.885,error
6440,1.15,0.14,1.1325,0.34,0.885,error
6441,1.15,0.15,0.9825,-0.05,0.34,success
6442,1.15,0.15,0.9825,0.35,0.34,success
6443,1.15,0.15,1.1325,-0.05,0.34,error
6444,1.15,0.15,1.1325,0.35,0.34,error
6445,1.15,0.15,0.9825,-0.05,0.885,error
6446,1.15,0.15,0.9825,0.35,0.885,success
6447,1.15,0.15,1.1325,-0.05,0.885,success
6448,1.15,0.15,1.1325,0.35,0.885,error
6449,1.15,0.16,0.9825,-0.04,0.34,success
6450,1.15,0.16,0.9825,0.36,0.34,success
6451,1.15,0.16,1.1325,-0.04,0.34,error
6452,1.15,0.16,1.1325,0.36,0.34,error
6453,1.15,0.16,0.9825,-0.04,0.885,error
6454,1.15,0.16,0.9825,0.36,0.885,success
6455,1.15,0.16,1.1325,-0.04,0.885,success
6456,1.15,0.16,1.1325,0.36,0.885,error
6457,1.15,0.17,0.9825,-0.03,0.34,success
6458,1.15,0.17,0.9825,0.37,0.34,success
6459,1.15,0.17,1.1325,-0.03,0.34,success
6460,1.15,0.17,1.1325,0.37,0.34,success
6461,1.15,0.17,0.9825,-0.03,0.885,error
6462,1.15,0.17,0.9825,0.37,0.885,success
6463,1.15,0.17,1.1325,-0.03,0.885,success
6464,1.15,0.17,1.1325,0.37,0.885,error
6465,1.15,0.18,0.9825,-0.02,0.34,success
6466,1.15,0.18,0.9825,0.38,0.34,success
6467,1.15,0.18,1.1325,-0.02,0.34,success
6468,1.15,0.18,1.1325,0.38,0.34,success
6469,1.15,0.18,0.9825,-0.02,0.885,error
6470,1.15,0.18,0.9825,0.38,0.885,success
6471,1.15,0.18,1.1325,-0.02,0.885,success
6472,1.15,0.18,1.1325,0.38,0.885,error
6473,1.15,0.19,0.9825,-0.01,0.34,success
6474,1.15,0.19,0.9825,0.39,0.34,success
6475,1.15,0.19,1.1325,-0.01,0.34,error
6476,1.15,0.19,1.1325,0.39,0.34,success
6477,1.15,0.19,0.9825,-0.01,0.885,error
6478,1.15,0.19,0.9825,0.39,0.885,success
6479,1.15,0.19,1.1325,-0.01,0.885,success
6480,1.15,0.19,1.1325,0.39,0.885,error
6481,1.15,0.2,0.9825,0,0.34,success
6482,1.15,0.2,0.9825,0.4,0.34,success
6483,1.15,0.2,1.1325,0,0.34,error
6484,1.15,0.2,1.1325,0.4,0.34,success
6485,1.15,0.2,0.9825,0,0.885,success
6486,1.15,0.2,0.9825,0.4,0.885,success
6487,1.15,0.2,1.1325,0,0.885,success
6488,1.15,0.2,1.1325,0.4,0.885,error
6489,1.15,0.21,0.9825,0.01,0.34,success
6490,1.15,0.21,0.9825,0.41,0.34,success
6491,1.15,0.21,1.1325,0.01,0.34,error
6492,1.15,0.21,1.1325,0.41,0.34,success
6493,1.15,0.21,0.9825,0.01,0.885,success
6494,1.15,0.21,0.9825,0.41,0.885,success
6495,1.15,0.21,1.1325,0.01,0.885,success
6496,1.15,0.21,1.1325,0.41,0.885,error
6497,1.15,0.22,0.9825,0.02,0.34,success
6498,1.15,0.22,0.9825,0.42,0.34,success
6499,1.15,0.22,1.1325,0.02,0.34,error
6500,1.15,0.22,1.1325,0.42,0.34,success
6501,1.15,0.22,0.9825,0.02,0.885,success
6502,1.15,0.22,0.9825,0.42,0.885,success
6503,1.15,0.22,1.1325,0.02,0.885,success
6504,1.15,0.22,1.1325,0.42,0.885,error
6505,1.15,0.23,0.9825,0.03,0.34,success
6506,1.15,0.23,0.9825,0.43,0.34,success
6507,1.15,0.23,1.1325,0.03,0.34,success
6508,1.15,0.23,1.1325,0.43,0.34,success
6509,1.15,0.23,0.9825,0.03,0.885,success
6510,1.15,0.23,0.9825,0.43,0.885,error
6511,1.15,0.23,1.1325,0.03,0.885,success
6512,1.15,0.23,1.1325,0.43,0.885,error
6513,1.15,0.24,0.9825,0.04,0.34,success
6514,1.15,0.24,0.9825,0.44,0.34,success
6515,1.15,0.24,1.1325,0.04,0.34,success
6516,1.15,0.24,1.1325,0.44,0.34,error
6517,1.15,0.24,0.9825,0.04,0.885,success
6518,1.15,0.24,0.9825,0.44,0.885,error
6519,1.15,0.24,1.1325,0.04,0.885,success
6520,1.15,0.24,1.1325,0.44,0.885,error
6521,1.15,0.25,0.9825,0.05,0.34,success
6522,1.15,0.25,0.9825,0.45,0.34,success
6523,1.15,0.25,1.1325,0.05,0.34,success
6524,1.15,0.25,1.1325,0.45,0.34,success
6525,1.15,0.25,0.9825,0.05,0.885,success
6526,1.15,0.25,0.9825,0.45,0.885,error
6527,1.15,0.25,1.1325,0.05,0.885,success
6528,1.15,0.25,1.1325,0.45,0.885,error
6529,1.14,-0.25,0.9725,-0.45,0.34,error
6530,1.14,-0.25,0.9725,-0.05,0.34,success
6531,1.14,-0.25,1.1225,-0.45,0.34,error
6532,1.14,-0.25,1.1225,-0.05,0.34,error
6533,1.14,-0.25,0.9725,-0.45,0.885,success
6534,1.14,-0.25,0.9725,-0.05,0.885,error
6535,1.14,-0.25,1.1225,-0.45,0.885,success
6536,1.14,-0.25,1.1225,-0.05,0.885,error
6537,1.14,-0.24,0.9725,-0.44,0.34,error
6538,1.14,-0.24,0.9725,-0.04,0.34,success
6539,1.14,-0.24,1.1225,-0.44,0.34,error
6540,1.14,-0.24,1.1225,-0.04,0.34,error
6541,1.14,-0.24,0.9725,-0.44,0.885,success
6542,1.14,-0.24,0.9725,-0.04,0.885,error
6543,1.14,-0.24,1.1225,-0.44,0.885,success
6544,1.14,-0.24,1.1225,-0.04,0.885,success
6545,1.14,-0.23,0.9725,-0.43,0.34,error
6546,1.14,-0.23,0.9725,-0.03,0.34,success
6547,1.14,-0.23,1.1225,-0.43,0.34,error
6548,1.14,-0.23,1.1225,-0.03,0.34,error
6549,1.14,-0.23,0.9725,-0.43,0.885,success
6550,1.14,-0.23,0.9725,-0.03,0.885,error
6551,1.14,-0.23,1.1225,-0.43,0.885,success
6552,1.14,-0.23,1.1225,-0.03,0.885,success
6553,1.14,-0.22,0.9725,-0.42,0.34,error
6554,1.14,-0.22,0.9725,-0.02,0.34,success
6555,1.14,-0.22,1.1225,-0.42,0.34,error
6556,1.14,-0.22,1.1225,-0.02,0.34,error
6557,1.14,-0.22,0.9725,-0.42,0.885,success
6558,1.14,-0.22,0.9725,-0.02,0.885,error
6559,1.14,-0.22,1.1225,-0.42,0.885,success
6560,1.14,-0.22,1.1225,-0.02,0.885,success
6561,1.14,-0.21,0.9725,-0.41,0.34,error
6562,1.14,-0.21,0.9725,-0.01,0.34,success
6563,1.14,-0.21,1.1225,-0.41,0.34,error
6564,1.14,-0.21,1.1225,-0.01,0.34,error
6565,1.14,-0.21,0.9725,-0.41,0.885,success
6566,1.14,-0.21,0.9725,-0.01,0.885,error
6567,1.14,-0.21,1.1225,-0.41,0.885,success
6568,1.14,-0.21,1.1225,-0.01,0.885,success
6569,1.14,-0.2,0.9725,-0.4,0.34,success
6570,1.14,-0.2,0.9725,0,0.34,success
6571,1.14,-0.2,1.1225,-0.4,0.34,error
6572,1.14,-0.2,1.1225,0,0.34,error
6573,1.14,-0.2,0.9725,-0.4,0.885,success
6574,1.14,-0.2,0.9725,0,0.885,success
6575,1.14,-0.2,1.1225,-0.4,0.885,success
6576,1.14,-0.2,1.1225,0,0.885,success
6577,1.14,-0.19,0.9725,-0.39,0.34,success
6578,1.14,-0.19,0.9725,0.01,0.34,success
6579,1.14,-0.19,1.1225,-0.39,0.34,error
6580,1.14,-0.19,1.1225,0.01,0.34,error
6581,1.14,-0.19,0.9725,-0.39,0.885,success
6582,1.14,-0.19,0.9725,0.01,0.885,success
6583,1.14,-0.19,1.1225,-0.39,0.885,success
6584,1.14,-0.19,1.1225,0.01,0.885,success
6585,1.14,-0.18,0.9725,-0.38,0.34,success
6586,1.14,-0.18,0.9725,0.02,0.34,success
6587,1.14,-0.18,1.1225,-0.38,0.34,error
6588,1.14,-0.18,1.1225,0.02,0.34,error
6589,1.14,-0.18,0.9725,-0.38,0.885,success
6590,1.14,-0.18,0.9725,0.02,0.885,success
6591,1.14,-0.18,1.1225,-0.38,0.885,success
6592,1.14,-0.18,1.1225,0.02,0.885,success
